Name;Age;Boarded;Position;Lifeboat;Body;Sex;Class;Group
Pekoniemi, Mr. Edvard Johannes;21;S;3classPass;;;m;3;3class
Peltomäki, Mr. Nikolai Johannes;25;S;3classPass;;;m;3;3class
Perkin, Mr. John Henry;22;S;3classPass;;;m;3;3class
Persson, Mr. Ernst Ulrik;25;S;3classPass;15;;m;3;3class
"Peters, Miss Catherine ""Katie""";26;Q;3classPass;;;f;3;3class
Petranec, Miss Matilda;28;S;3classPass;;;f;3;3class
Petroff, Mr. Nadjalko;19;S;3classPass;;;m;3;3class
Petroff, Mr. Pastcho;29;S;3classPass;;;m;3;3class
Pettersson, Miss Ellen Natalia;18;S;3classPass;;;f;3;3class
Pettersson, Mr. Johan Emil;25;S;3classPass;;;m;3;3class
Pickard, Mr. Berk (Trembisky);32;S;3classPass;9;;m;3;3class
Plotcharsky, Mr. Vasil;27;S;3classPass;;;m;3;3class
Pocrni?, Mr. Mate;17;S;3classPass;;;m;3;3class
Pocrni?, Mr. Tome;24;S;3classPass;;;m;3;3class
Pullner, Mr. Uscher;16;C;3classPass;;;m;3;3class
Radeff, Mr. Alexander;27;S;3classPass;;;m;3;3class
Rasmussen, Mrs. Lena Jakobsen (née Solvang);62;S;3classPass;;;f;3;3class
Razi, Mr. Raihed;30;S;3classPass;;;m;3;3class
Reed, Mr. James George;19;S;3classPass;;;m;3;3class
Reki?, Mr. Tido;38;S;3classPass;;;m;3;3class
Reynolds, Mr. Harold J.;21;S;3classPass;;327MM;m;3;3class
Rice, Mrs. Margaret (née Norton);39;Q;3classPass;;12MB;f;3;3class
Rice, Master Albert;10;Q;3classPass;;;m;3;3class
Rice, Master George Hugh;8;Q;3classPass;;;m;3;3class
"Rice, Master Frederick Thomas ""Eric""";7;Q;3classPass;;;m;3;3class
Rice, Master Arthur;4;Q;3classPass;;;m;3;3class
Rice, Master Eugene Francis;2;Q;3classPass;;;m;3;3class
"Riihivuori, Miss Susanna Juhantytär ""Sanni""";22;S;3classPass;;;f;3;3class
Rintamäki, Mr. Matti;35;S;3classPass;;;m;3;3class
Riordan, Miss Hannah;18;Q;3classPass;13;;m;3;3class
Risien, Mr. Samuel Beard;69;S;3classPass;;;m;3;3class
Risien, Mrs. Emma Jane (née Lellyet);58;S;3classPass;;;f;3;3class
Robins, Mr. Alexander A.;50;S;3classPass;;119MB;m;3;3class
Robins, Mrs. Grace Charity (née Laury);47;S;3classPass;;7MB;f;3;3class
Rogers, Mr. William John;29;S;3classPass;;;m;3;3class
Rommetvedt, Mr. Knud Paust;49;S;3classPass;;;m;3;3class
Rosblom, Mrs. Helena Wilhelmina;41;S;3classPass;;;f;3;3class
Rosblom, Mr. Viktor Rickard;18;S;3classPass;;;m;3;3class
Rosblom, Miss Salli Helena;2;S;3classPass;;;f;3;3class
Roth, Miss Sarah A.;26;S;3classPass;C;;f;3;3class
Rouse, Mr. Richard Henry;50;S;3classPass;;;m;3;3class
Rush, Mr. Alfred George John;16;S;3classPass;;;m;3;3class
Ryan, Mr. Edward;24;Q;3classPass;14;;m;3;3class
Ryan, Mr. Patrick;29;Q;3classPass;;;m;3;3class
Sæther, Mr. Simon Sivertsen;43;S;3classPass;;32MB;m;3;3class
Saad, Mr. Amin;30;C;3classPass;;;m;3;3class
Saad, Mr. Khalil;25;C;3classPass;;;m;3;3class
Sadlier, Mr. Matthew;20;Q;3classPass;;;m;3;3class
Sadowitz, Mr. Harry;17;S;3classPass;;;m;3;3class
Sage, Mr. John George;44;S;3classPass;;;m;3;3class
Sage, Mrs. Annie Elizabeth (née Cazaly);44;S;3classPass;;;f;3;3class
Sage, Miss Stella Anne;20;S;3classPass;;;f;3;3class
Sage, Mr. George John;19;S;3classPass;;;m;3;3class
Sage, Mr. Douglas Bullen;18;S;3classPass;;;m;3;3class
Sage, Mr. Frederick;16;S;3classPass;;;m;3;3class
"Sage, Miss Dorothy Florence ""Dolly""";14;S;3classPass;;;f;3;3class
"Sage, Master Anthony William ""Will""";13;S;3classPass;;67MB;m;3;3class
Sage, Miss Elizabeth Ada;10;S;3classPass;;;f;3;3class
Sage, Miss Constance Gladys;7;S;3classPass;;;f;3;3class
Sage, Master Thomas Henry;4;S;3classPass;;;m;3;3class
Salander, Mr. Karl Johan;24;S;3classPass;;;m;3;3class
Salkjelsvik, Miss Anna Kristine;21;S;3classPass;C;;m;3;3class
Salonen, Mr. Johan Verner;39;S;3classPass;;;m;3;3class
Sa'maan, Master Butrus;10;C;3classPass;;;m;3;3class
Sa'maan, Mr. Hanna Ilyas;40;C;3classPass;;;m;3;3class
Sa'maan, Mr. Ilyas;17;C;3classPass;;;m;3;3class
"Sa'maan, Mr. Youssef Omar ""Joseph""";16;C;3classPass;;;m;3;3class
Sandström, Mrs. Agnes Charlotta (née Bengtsson);24;S;3classPass;13;;f;3;3class
Sandström, Miss Marguerite Rut;4;S;3classPass;13;;f;3;3class
Sandström, Miss Beatrice Irene;1;S;3classPass;13;;f;3;3class
Sap, Mr. Julius (Jules);21;S;3classPass;11;;m;3;3class
Saundercock, Mr. William Henry;19;S;3classPass;;;m;3;3class
Sawyer, Mr. Frederick Charles;33;S;3classPass;;284MB;m;3;3class
Scanlan, Mr. James;22;Q;3classPass;;;m;3;3class
Scheerlinck, Mr. Jean Baptiste;29;S;3classPass;11;;m;3;3class
Sdycoff, Mr. Theodor;42;S;3classPass;;;m;3;3class
Shaughnessy, Mr. Patrick;24;Q;3classPass;;;m;3;3class
Shawah, Mr. Yousseff Ibrahim;33;C;3classPass;;;m;3;3class
Shadid, Mr. Dahir Abu;19;C;3classPass;;9MB;m;3;3class
Shellard, Mr. Frederick William Blainey;55;S;3classPass;;;m;3;3class
Shihab, Mr. Amir Faris;25;C;3classPass;;;m;3;3class
Shine, Miss Ellen Natalia;20;Q;3classPass;B;;f;3;3class
Shorney, Mr. Charles Joseph;22;S;3classPass;;240{?}MB;m;3;3class
Simmons, Mr. John;39;S;3classPass;;;m;3;3class
Sirkanian, Mr. Arsun;22;C;3classPass;;;m;3;3class
Sirota, Mr. Maurice;20;S;3classPass;;;m;3;3class
Sivi?, Mr. Husein;40;S;3classPass;;;m;3;3class
Sivola, Mr. Antti Vilhelmi;21;S;3classPass;;;m;3;3class
Sjöblom, Miss Anna Sofiia;18;S;3classPass;16;;f;3;3class
Skoog, Mr. Wilhelm Johansson;40;S;3classPass;;;m;3;3class
Skoog, Mrs. Anna Bernhardina (née Karlsson);43;S;3classPass;;;f;3;3class
Skoog, Master Karl Thorsten;11;S;3classPass;;;m;3;3class
Skoog, Miss Mabel;9;S;3classPass;;;f;3;3class
Skoog, Master Harald;5;S;3classPass;;;m;3;3class
Skoog, Miss Margit Elizabeth;2;S;3classPass;;;f;3;3class
Slabenoff, Mr. Peko;42;S;3classPass;;;m;3;3class
Slocovski, Mr. Selman Francis;20;S;3classPass;;;m;3;3class
Smiljani?, Mr. Jakob Mile;37;S;3classPass;;;m;3;3class
Smyth, Mr. Thomas;26;Q;3classPass;;;m;3;3class
Smyth, Miss Julia;17;Q;3classPass;13;;f;3;3class
Søholt, Mr. Peter Andreas Lauritz Andersen;19;S;3classPass;;;m;3;3class
Somerton, Mr. Francis William;30;S;3classPass;;;m;3;3class
Spector, Mr. Woolf;23;S;3classPass;;;m;3;3class
Spinner, Mr. Henry John;32;S;3classPass;;;m;3;3class
Staneff, Mr. Ivan;23;S;3classPass;;;m;3;3class
Stankovi?, Mr. Ivan;33;C;3classPass;;;m;3;3class
Stanley, Miss Amy Zillah Elsie;24;S;3classPass;C;;f;3;3class
Stanley, Mr. Edward Rowland;21;S;3classPass;;;m;3;3class
Storey, Mr. Thomas;51;S;3classPass;;261MB;m;3;3class
Stoytcheff, Mr. Ilia;19;S;3classPass;;;m;3;3class
Strandberg, Miss Ida Sofia;22;S;3classPass;;;f;3;3class
Strandén, Mr. Juho Niilonpoika;31;S;3classPass;9;;m;3;3class
Strili?, Mr. Ivan;27;S;3classPass;;;m;3;3class
Ström, Mrs. Elna Matilda (née Persson);29;S;3classPass;;;f;3;3class
Ström, Miss Thelma Matilda Wilhelmina;2;S;3classPass;;;f;3;3class
Sunderland, Mr. Victor Francis;20;S;3classPass;B;;m;3;3class
Sundman, Mr. Johan Julian;44;S;3classPass;15;;m;3;3class
Sutehall Jr., Mr. Henry;25;S;3classPass;;;m;3;3class
Svensson, Mr. Johan;74;S;3classPass;;;m;3;3class
Svensson, Mr. Johan Cervin;14;S;3classPass;13;;m;3;3class
Svensson, Mr. Olof;24;S;3classPass;;;m;3;3class
Tenglin, Mr. Gunnar Isidor;25;S;3classPass;13;;m;3;3class
Theobald, Mr. Thomas Leonard;34;S;3classPass;;176MB;m;3;3class
Tannous, Mr. Bashir (Charles);31;C;3classPass;;;m;3;3class
"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""";16;C;3classPass;14;;f;3;3class
Tannous, Master As'ad Iskandar Fa'ud;0,42;C;3classPass;16;;m;3;3class
Thomas, Mr. John;34;C;3classPass;;;m;3;3class
Thomas, Mr. Tannous John;16;C;3classPass;;;m;3;3class
Thompson, Mr. Alexander Morrison;36;S;3classPass;;;m;3;3class
Thorneycroft, Mr. Percival Thomas;36;S;3classPass;;;m;3;3class
Thorneycroft, Mrs. Florence Kate (née Stears);32;S;3classPass;10;;f;3;3class
Tikkanen, Mr. Juho;32;S;3classPass;;;m;3;3class
Tobin, Mr. Roger;20;Q;3classPass;;;m;3;3class
Todoroff, Mr. Lalio;23;S;3classPass;;;m;3;3class
Tomlin, Mr. Ernest Portage;22;S;3classPass;;50MB;m;3;3class
Törber, Mr. Ernst Wilhelm;44;S;3classPass;;;m;3;3class
Torfa, Mr. Assad;20;C;3classPass;;;m;3;3class
Törnquist, Mr. William Henry;25;S;3classPass;15;;m;3;3class
Touma, Mrs. Hanna Youssef (née Razi);27;C;3classPass;C;;f;3;3class
Touma, Miss Marianna Youssef;9;C;3classPass;C;;f;3;3class
Touma, Master Gerios (George) Youssef;8;C;3classPass;C;;m;3;3class
Tur?in, Mr. Stjepan;36;S;3classPass;;;m;3;3class
Turja, Miss Anna Sofiia;18;S;3classPass;15;;f;3;3class
Turkula, Mrs. Hedvig;63;S;3classPass;15;;f;3;3class
Van Billiard, Mr. Austin Blyler;35;S;3classPass;;255MB;m;3;3class
Van Billiard, Master James William;10;S;3classPass;;;m;3;3class
Van Billiard, Master Walter John;9;S;3classPass;;1{?}MB[90][91];m;3;3class
Van de Velde, Mr. Johannes Josef;35;S;3classPass;;;m;3;3class
Van den Steen, Mr. Leo Peter;28;S;3classPass;;;m;3;3class
Van Impe, Mr. Jean-Baptiste;36;S;3classPass;;;m;3;3class
Van Impe, Mrs. Rosalie Paula (née Govaert);30;S;3classPass;;;f;3;3class
Van Impe, Miss Catharina;10;S;3classPass;;;f;3;3class
Van Melkebeke, Mr. Philemon Edmund;23;S;3classPass;;;m;3;3class
Vandercruyssen, Mr. Victor;46;S;3classPass;;;m;3;3class
Vanderplancke, Mr. Julius;31;S;3classPass;;;m;3;3class
Vanderplancke, Mrs. Emelie Maria (née Vandemoortele);31;S;3classPass;;;f;3;3class
Vanderplancke, Miss Augusta Maria;18;S;3classPass;;;f;3;3class
Vanderplancke, Mr. Leo Edmondus;15;S;3classPass;;;m;3;3class
Van de Walle, Mr. Nestor Cyriel;28;S;3classPass;;;m;3;3class
Vartanian, Mr. Dawud;22;C;3classPass;13;;m;3;3class
Vendel, Mr. Olof Edvin;29;S;3classPass;;;m;3;3class
Veström, Miss Hulda Amanda Adolfina;14;S;3classPass;;;f;3;3class
Vovk, Mr. Janko;21;S;3classPass;;;m;3;3class
Waelens, Mr. Achille;22;S;3classPass;;140MB;m;3;3class
Ware, Mr. Frederick William;34;S;3classPass;;;m;3;3class
Warren, Mr. Charles William;30;S;3classPass;;;m;3;3class
Wazni, Mr. Yousif Ahmed;25;C;3classPass;;;m;3;3class
Webber, Mr. James;66;S;3classPass;;;m;3;3class
Wennerström, Mr. August Edvard Andersson;27;S;3classPass;A;;m;3;3class
Widegren, Mr. Carl Peter;51;S;3classPass;;;m;3;3class
Wiklund, Mr. Jakob Alfred;18;S;3classPass;;314;m;3;3class
Wiklund, Mr. Karl Johan;21;S;3classPass;;;m;3;3class
Wilkes, Mrs. Ellen;47;S;3classPass;16;;m;3;3class
Willer, Mr. Aaron;37;C;3classPass;;;m;3;3class
Willey, Mr. Edward;18;S;3classPass;;;m;3;3class
"Williams, Mr. Howard Hugh ""Harry""";28;S;3classPass;;;m;3;3class
Williams, Mr. Leslie;28;S;3classPass;;14MB;m;3;3class
Windeløv, Mr. Einar;21;S;3classPass;;;m;3;3class
Wirz, Mr. Albert;27;S;3classPass;;131MB;m;3;3class
Wiseman, Mr. Phillippe;54;S;3classPass;;;m;3;3class
Wittevrongel, Mr. Camilius Aloysius;36;S;3classPass;;;m;3;3class
Yasbak, Mr. Antun;27;C;3classPass;;;m;3;3class
Yasbak, Mrs. Silanah Fa'ud (née Iskandar);15;C;3classPass;C;;f;3;3class
Ylieff, Mr. Ylio;32;S;3classPass;;;m;3;3class
Youssef, Mr. Gerios (Abi Saab);26;C;3classPass;;312M;m;3;3class
Youssef, Mr. Gerios (Sam'aan);45;C;3classPass;;;m;3;3class
"Zajib Qiyamah, Miss Adal ""Jane""";15;C;3classPass;C;;f;3;3class
Zakarian, Mr. Haroutyun Der;27;C;3classPass;;;m;3;3class
Zakarian, Mr. Mapri Der;22;C;3classPass;;304MB;m;3;3class
Zimmermann, Mr. Leo;29;S;3classPass;;;m;3;3class
Smith, Commander Edward John, RNR (Retd);62;S;Captain;;;m;0;officer
Wilde, Lieutenant Henry Tingle, RNR;39;S;Chief Officer;;;m;0;officer
Murdoch, Lieutenant William McMaster, RNR;39;B;First Officer;;;m;0;officer
Lightoller, Sub-Lieutenant Charles Herbert, RNR;38;B;Second Officer;B;;m;0;officer
Pitman, Mr. Herbert John;34;B;Third Officer;5;;m;0;officer
Boxhall, Sub-Lieutenant Joseph Groves, RNR;28;B;Fourth Officer;2;;m;0;officer
Lowe, Sub-Lieutenant Harold Godfrey, RNR;29;B;Fifth Officer;14;;m;0;officer
Moody, Sub-Lieutenant James Paul, RNR;24;B;Sixth Officer;;;m;0;officer
Abrams, Mr. William;33;S;Fireman/Stoker;;;m;0;Engineering
Adams, Mr. R.;26;S;Fireman/Stoker;;;m;0;Engineering
Allen, Mr. Henry;32;S;Fireman/Stoker;;145MB;m;0;Engineering
Allen, Mr. Ernest Frederick;24;S;Trimmer;B;;m;0;Engineering
Allsop, Mr. Alfred Samuel;34;B;Electrician;;;m;0;Engineering
Avery, Mr. James Frank;22;S;Trimmer;15;;m;0;Engineering
Bailey, Mr. George W.;46;S;Fireman/Stoker;;;m;0;Engineering
Baines, Mr. Richard;24;S;Greaser;;;m;0;Engineering
Bannon, Mr. John;32;S;Greaser;;;m;0;Engineering
Barlow, Mr. Charles;30;S;Fireman/Stoker;;;m;0;Engineering
Barnes, Mr. Charles;29;S;Fireman/Stoker;;;m;0;Engineering
Barnes, Mr. Frederick;29;S;Fireman/Stoker;;;m;0;Engineering
Barrett, Mr. Frederick;28;S;Leading Fireman;13;;m;0;Engineering
Barrett, Mr. Frederick William;33;S;Fireman/Stoker;;;m;0;Engineering
Beattie, Mr. Joseph;34;B;Greaser;;;m;0;Engineering
Beauchamp, Mr. George William;24;S;Fireman/Stoker;13;;m;0;Engineering
Bell, Mr. Joseph;50;B;Chief Engineer;;;m;0;Engineering
Bendell, Mr. F.;24;S;Fireman/Stoker;;;m;0;Engineering
Bennett, Mr. George Alfred;30;S;Fireman/Stoker;;;m;0;Engineering
Benville, Mr. E.;42;S;Fireman/Stoker;;;m;0;Engineering
Bessant, Mr. William Edward;39;S;Fireman/Stoker;;;m;0;Engineering
Bevis, Mr. Joseph Henry;22;S;Trimmer;;;m;0;Engineering
Biddlecombe, Mr. Charles;33;S;Fireman/Stoker;;;m;0;Engineering
Biggs, Mr. Edward Charles;21;S;Fireman/Stoker;;;m;0;Engineering
Billow, Mr. J.;20;S;Trimmer;;;m;0;Engineering
Binstead, Mr. Walter;19;S;Trimmer;3;;m;0;Engineering
Black, Mr. Alexander;28;S;Fireman/Stoker;;;m;0;Engineering
Black, Mr. D.;41;S;Fireman/Stoker;;;m;0;Engineering
Blackman, Mr. H.;24;S;Fireman/Stoker;;;m;0;Engineering
Blake, Mr. Percival Albert;22;S;Trimmer;15;;m;0;Engineering
Blake, Mr. Seaton;26;S;Mess Steward;;;m;0;Engineering
Blake, Mr. Thomas;36;S;Fireman/Stoker;;;m;0;Engineering
Blaney, Mr. James;29;S;Fireman/Stoker;;;m;0;Engineering
Blann, Mr. Eustace Horatius;21;S;Fireman/Stoker;;;m;0;Engineering
Bott, Mr. W.;44;S;Greaser;;;m;0;Engineering
Bradley, Mr. Patrick Joseph;39;S;Fireman/Stoker;;;m;0;Engineering
"Brewer, Mr. Henry ""Harry""";30;S;Trimmer;;;m;0;Engineering
Briant, Mr. Albert;34;S;Greaser;;;m;0;Engineering
Brooks, Mr. J.;25;S;Trimmer;;;m;0;Engineering
Brown, Mr. John;25;S;Fireman/Stoker;;267MB;m;0;Engineering
Brown, Mr. Joseph James;25;S;Fireman/Stoker;;;m;0;Engineering
Burroughs, Mr. Arthur;35;S;Fireman/Stoker;;;m;0;Engineering
Burton, Mr. Edward John;32;S;Fireman/Stoker;;;m;0;Engineering
Butt, Mr. William John;30;S;Fireman/Stoker;;77MB;m;0;Engineering
Calderwood, Mr. Hugh;30;B;Trimmer;;;m;0;Engineering
Canner, Mr. J.;40;S;Fireman/Stoker;;;m;0;Engineering
Carr, Mr. Richard Stephen;37;S;Trimmer;;;m;0;Engineering
Carter, Mr. James;46;S;Fireman/Stoker;;;m;0;Engineering
Casey, Mr. T.;28;S;Trimmer;;;m;0;Engineering
Castleman, Mr. Edward;37;S;Greaser;;78[?]MB;m;0;Engineering
Cavell, Mr. George Henry;22;S;Trimmer;15;;m;0;Engineering
Cherrett, Mr. William Victor;24;S;Fireman/Stoker;;;m;0;Engineering
Chisnall, Mr. George Alexander;36;B;Boilermaker;;111MB;m;0;Engineering
Chorley, Mr. John;25;S;Fireman/Stoker;;;m;0;Engineering
Clark, Mr. William;39;S;Fireman/Stoker;15;;m;0;Engineering
Coe, Mr. Harry;21;S;Trimmer;;;m;0;Engineering
Coleman, Mr. John;57;B;Mess Steward;;;m;0;Engineering
Collins, Mr. Samuel;35;S;Fireman/Stoker;1;;m;0;Engineering
Combes, Mr. George;21;;Fireman/Stoker;3;;m;0;Engineering
Cooper, Mr. Harry;26;S;Fireman/Stoker;;;m;0;Engineering
Cooper, Mr. James;25;S;Trimmer;;;m;0;Engineering
Copperthwaite, Mr. B.;22;S;Trimmer;;;m;0;Engineering
Corcoran, Mr. Dennis;33;S;Fireman/Stoker;;;m;0;Engineering
Cotton, Mr. A.;26;S;Trimmer;;;m;0;Engineering
Couch, Mr. Joseph Henry;45;S;Greaser;;;m;0;Engineering
Couper, Mr. Robert;30;S;Fireman/Stoker;3;;m;0;Engineering
Coy, Mr. Francis Ernest George;26;S;Junior Assistant 3rd Engineer;;;m;0;Engineering
Crabb, Mr. H.;23;S;Trimmer;;;m;0;Engineering
Creese, Mr. Henry Philip;44;B;Deck Engineer;;;m;0;Engineering
Crimmins, Mr. James;21;S;Fireman/Stoker;13;;m;0;Engineering
Cross, Mr. W.;39;S;Fireman/Stoker;;;m;0;Engineering
Cunningham, Mr. B.;30;S;Fireman/Stoker;;;m;0;Engineering
Curtis, Mr. Arthur;25;S;Fireman/Stoker;;;m;0;Engineering
Davies, Mr. Thomas;33;S;Leading Fireman;;;m;0;Engineering
Dawson, Mr. Joseph[17];23;S;Trimmer;;227MB;m;0;Engineering
Diaper, Mr. J.;25;S;Fireman/Stoker;;;m;0;Engineering
Dickson, Mr. W.;36;S;Trimmer;;;m;0;Engineering
Dilley, Mr. John;30;S;Fireman/Stoker;;;m;0;Engineering
Dillon, Mr. Thomas Patrick;25;;Trimmer;4;;m;0;Engineering
Dodd, Mr. Edward Charles;38;B;Junior 3rd Engineer;;;m;0;Engineering
Dodds, Mr. Henry Watson;27;S;Junior Assistant 4th Engineer;;;m;0;Engineering
Doel, Mr. Frederick;22;S;Fireman/Stoker;C;;m;0;Engineering
Dore, Mr. A.;;S;Trimmer;;;m;0;Engineering
Doyle, Mr. Laurence;27;S;Fireman/Stoker;;;m;0;Engineering
Duffy, Mr. William Luke;28;B;Writer/Engineer's Clerk;;;m;0;Engineering
Dyer, Mr. Henry Ryland;24;S;Senior Assistant 4th Engineer;;;m;0;Engineering
Dymond, Mr. Frank;25;S;Fireman/Stoker;15;;m;0;Engineering
Eagle, Mr. Alfred James;22;S;Trimmer;;;m;0;Engineering
Eastman, Mr. Charles;44;S;Greaser;;;m;0;Engineering
Elliott, Mr. Everett Edward;23;S;Trimmer;;;m;0;Engineering
Ervine, Mr. Albert George;18;B;Assistant Electrician;;;m;0;Engineering
Evans, Mr. Williams;32;S;Trimmer;;31MB;m;0;Engineering
Farquharson, Mr. William Edward;39;S;Senior 2nd Engineer;;;m;0;Engineering
Fay, Mr. Thomas;30;S;Greaser;;;m;0;Engineering
Ferrary, Mr. Anton;33;S;Trimmer;;308M{?}[18];m;0;Engineering
Ferris, Mr. William;38;S;Leading Fireman;;;m;0;Engineering
Fitzpatrick, Mr. Charles W.N.;30;S;Mess Steward;B;-;m;0;Engineering
Flarty, Mr. Edward;52;S;Fireman/Stoker;?;;m;0;Engineering
Ford. Mr. H.;22;S;Trimmer;;;m;0;Engineering
Ford, Mr. Thomas;30;S;Leading Fireman;;;m;0;Engineering
Foster, Mr. A.;37;S;Engineering Storekeeper;;;m;0;Engineering
Fraser, Mr. James;29;B;Junior Assistant Third Engineer;;;m;0;Engineering
Fraser, Mr. James;29;S;Fireman/Stoker;;;m;0;Engineering
Fredricks, Mr. Walter Francis;20;S;Trimmer;15;;m;0;Engineering
Fryer, Mr. Albert Ernest;26;S;Trimmer;13;;m;0;Engineering
Geer, Mr. Alfred Ernest;24;S;Fireman/Stoker;;;m;0;Engineering
Godley, Mr. George;38;S;Fireman/Stoker;?;;m;0;Engineering
Godwin, Mr. Frederick Charles;36;S;Greaser;;;m;0;Engineering
Golder, Mr. Martin W.;32;S;Fireman/Stoker;;;m;0;Engineering
Gordon, Mr. J.;29;S;Trimmer;;;m;0;Engineering
Goree, Mr. Frank;28;S;Greaser;;;m;0;Engineering
Gosling, Mr. Bertram James;22;S;Trimmer;;;m;0;Engineering
Gosling, Mr. S.;26;S;Trimmer;;;m;0;Engineering
Gradidge, Mr. Ernest E.;32;S;Fireman/Stoker;;276MB;m;0;Engineering
Graham, Mr. Thomas Gibson;28;B;Fireman/Stoker;;;m;0;Engineering
Green, Mr. George;41;S;Trimmer;;;m;0;Engineering
Gregory, Mr. David;43;S;Greaser;;;m;0;Engineering
Gumery, Mr. George;24;S;Mess Steward;;;m;0;Engineering
Hagan, Mr. John;30;B;Fireman/Stoker;3;;m;0;Engineering
Hall, Mr. Joseph;32;S;Fireman/Stoker;;;m;0;Engineering
Hallett, Mr. George;23;S;Fireman/Stoker;;;m;0;Engineering
Hands, Mr. Bernard;34;S;Fireman/Stoker;;;m;0;Engineering
Hannam, Mr. George;30;S;Fireman/Stoker;;;m;0;Engineering
Harris, Mr. Edward;29;S;Fireman/Stoker;;;m;0;Engineering
Harris, Mr. Frederick;34;S;Fireman/Stoker;14;;m;0;Engineering
Harrison, Mr. Norman;39;B;Assistant Second Engineer;;;m;0;Engineering
Harvey, Mr. Herbert Gifford;34;S;Junior Assistant Second Engineer;;;m;0;Engineering
Haslin, Mr. James;45;S;Trimmer;;;m;0;Engineering
Hart, Mr. James;58;S;Fireman/Stoker;;;m;0;Engineering
Head, Mr. Arthur;24;S;Fireman/Stoker;;;m;0;Engineering
Hebb, Mr. A.;20;S;Trimmer;B;;m;0;Engineering
Hendrickson, Mr. Charles Osker;29;S;Leading Fireman;1;;m;0;Engineering
Hesketh, Mr. John Henry;33;B;Junior Second Engineer;;;m;0;Engineering
Hill, Mr. James;25;S;Trimmer;;;m;0;Engineering
Hinton, Mr. Steven William;31;S;Trimmer;;;m;0;Engineering
Hosking, Mr. George Fox;36;S;Senior Third Engineer;;;m;0;Engineering
Hunt, Mr. Albert;22;S;Trimmer;C;;m;0;Engineering
Hunt, Mr. T.;28;S;Fireman/Stoker;;;m;0;Engineering
Hurst, Mr. Charles;41;S;Fireman/Stoker;;;m;0;Engineering
Hurst, Mr. Walter;27;S;Fireman/Stoker;B;;m;0;Engineering
Ingram, Mr. Charles;20;S;Trimmer;;204MB[19];m;0;Engineering
Instance, T.;33;S;Fireman/Stoker;;;m;0;Engineering
Jackopson, Mr. John Henry;30;S;Fireman/Stoker;;;m;0;Engineering
Jago, Mr. Joseph;59;S;Greaser;;;m;0;Engineering
James, Mr. Thomas;27;S;Fireman/Stoker;;;m;0;Engineering
Jarvis, Mr. William;37;S;Fireman/Stoker;;;m;0;Engineering
Joas, Mr. N.;38;S;Fireman/Stoker;;;m;0;Engineering
Judd, Mr. Charles E.;32;S;Fireman/Stoker;B;;m;0;Engineering
Jukes, Mr. James;35;S;Greaser;;;m;0;Engineering
Jupe, Mr. Herbert;31;S;Assistant Electrician;;73MB;m;0;Engineering
Kaspar, Mr. Franz V.;40;S;Fireman/Stoker;9;;m;0;Engineering
Kearl, Mr. Charles H.;44;S;Greaser;;;m;0;Engineering
Kearl, Mr. G.;24;S;Trimmer;;;m;0;Engineering
Keegan, Mr. James;38;S;Leading Fireman;;;m;0;Engineering
Kelly, Mr. James;44;S;Greaser;;;m;0;Engineering
Kelly, Mr. William;23;B;Assistant Electrician;;;m;0;Engineering
Kemish, Mr. George;22;S;Fireman/Stoker;9;;m;0;Engineering
Kemp, Mr. Thomas Hulman;43;S;Assistant Fourth Engineer;;;m;0;Engineering
Kenchenten, Mr. Frederick;37;;Greaser;;;m;0;Engineering
Kerr, Mr. Thomas;26;;Fireman/Stoker;;;m;0;Engineering
Kinsella, Mr. Louis;30;;Fireman/Stoker;;;m;0;Engineering
Kirkham, Mr. James;43;;Greaser;;;m;0;Engineering
Knowles, Mr. Thomas;39;S;Fireman's Messman;C;;m;0;Engineering
Lahy, Mr. Thomas E.;32;S;Fireman/Stoker;;;m;0;Engineering
Lee. Mr. Henry;18;;Trimmer;;;m;0;Engineering
Light, Mr. Charles;23;;Fireman/Stoker;;;m;0;Engineering
Light, Mr. W.;47;;Fireman/Stoker;;;m;0;Engineering
Lindsay, Mr. William Charles;30;S;Fireman/Stoker;B;;m;0;Engineering
Loyd, Mr. W.;29;S;Fireman/Stoker;;;m;0;Engineering
Long, Mr. Frank;28;;Trimmer;;;m;0;Engineering
Long, Mr. William;36;;Trimmer;;;m;0;Engineering
Mackie, Mr. William Dickson;32;B;Trimmer;;;m;0;Engineering
Major, Mr. William;32;S;Fireman/Stoker;13;;m;0;Engineering
Marett, Mr. George John;27;S;Fireman/Stoker;;;m;0;Engineering
Marsh, Mr. Frederick Charles;28;;Fireman/Stoker;;268MB;m;0;Engineering
Maskell, Mr. L.A.;25;;Trimmer;;;m;0;Engineering
Mason, Mr. Frank Archibald Robert;32;S;Fireman/Stoker;B;;m;0;Engineering
Mason, Mr. James;39;S;Leading Fireman;;;m;0;Engineering
May Jr., Mr. Arthur William;23;;Fireman/Stoker;;;m;0;Engineering
May Sr., Mr. Arthur William;60;;Fireman's Messman;;;m;0;Engineering
Mayo, Mr. William Peter;27;;Leading Fireman;;117MB;m;0;Engineering
Mayzes, Mr. Thomas;25;S;Fireman/Stoker;3;;m;0;Engineering
McAndrew, Mr. Thomas Patrick;38;S;Fireman/Stoker;;;m;0;Engineering
